20,2000,0.3558,55251.26
20,2000,0.3724,51701.89
20,2000,0.3716,52642.60
20,2000,0.3763,52317.66
20,2000,0.3783,51828.56
20,2000,0.3639,53152.65
20,2000,0.4639,46441.34
20,2000,0.3701,53308.00
20,2000,0.3847,50937.09
20,2000,0.3796,51176.06
20,2000,0.3775,51377.20
20,2000,0.3800,50773.36
20,2000,0.3764,51551.24
20,2000,0.3750,52927.46
20,2000,0.3665,53491.96
20,2000,0.3633,52943.75
20,2000,0.3843,50082.03
20,2000,0.3717,52604.29
20,2000,0.3782,50982.05
20,2000,0.3692,52688.88
20,2000,0.3915,49181.04
20,2000,0.3718,52540.11
20,2000,0.3682,52646.01
20,2000,0.3740,51713.18
20,2000,0.3707,52745.38
20,2000,0.3851,50907.72
20,2000,0.3794,51284.63
20,2000,0.3643,53227.83
20,2000,0.3686,52728.03
20,2000,0.3788,50704.57
20,2000,0.3512,56279.30
20,2000,0.3695,52399.71
20,2000,0.3695,52600.69
20,2000,0.3742,51609.71
20,2000,0.3877,49640.67
20,2000,0.3766,51478.72
20,2000,0.3855,49929.36
20,2000,0.3823,51517.27
20,2000,0.3751,51727.68
20,2000,0.3597,54644.67
20,2000,0.3725,51915.23
20,2000,0.3697,52764.94
20,2000,0.3729,52097.63
20,2000,0.3938,49124.08
20,2000,0.3781,50951.67
20,2000,0.3643,53196.17
20,2000,0.3646,53116.11
20,2000,0.3826,50991.70
20,2000,0.3723,52031.84
20,2000,0.3873,50424.56
20,2000,0.3523,56385.92
20,2000,0.3626,53087.43
20,2000,0.3883,50378.06
20,2000,0.3723,52424.65
20,2000,0.3823,50471.22
20,2000,0.3799,51268.59
20,2000,0.3711,52520.31
20,2000,0.3786,51174.01
20,2000,0.3804,50714.18
20,2000,0.3762,51404.44
20,2000,0.3732,52321.31
20,2000,0.3780,51488.89
20,2000,0.3836,50485.04
20,2000,0.3689,52960.28
20,2000,0.3792,51290.13
20,2000,0.3804,50572.13
20,2000,0.3767,52496.63
20,2000,0.3782,50732.08
20,2000,0.3738,51674.73
20,2000,0.3845,50847.28
20,2000,0.3751,51961.21
20,2000,0.3612,53431.13
20,2000,0.3821,50555.10
20,2000,0.3722,52894.80
20,2000,0.3821,51600.91
20,2000,0.3792,51151.84
20,2000,0.3722,52025.09
20,2000,0.3886,49847.08
20,2000,0.3753,51468.26
20,2000,0.3615,54194.36
20,2000,0.3670,53536.34
20,2000,0.3752,51181.06
20,2000,0.3896,49612.21
20,2000,0.3791,51337.79
20,2000,0.3838,50412.06
20,2000,0.3854,50430.38
20,2000,0.3744,51902.37
20,2000,0.3752,51788.65
20,2000,0.3815,51166.22
20,2000,0.3843,50342.36
20,2000,0.3642,54115.39
20,2000,0.3798,51010.29
20,2000,0.3732,51978.60
20,2000,0.3775,51242.74
20,2000,0.3805,51241.69
20,2000,0.3702,52591.61
20,2000,0.3814,50516.89
20,2000,0.3850,51004.78
20,2000,0.3856,51067.31
20,2000,0.3851,50822.60
20,2000,0.3697,52847.89
20,2000,0.4156,46209.35
20,2000,0.3756,52014.44
20,2000,0.3862,49805.22
20,2000,0.3759,51791.81
20,2000,0.3481,55804.04
20,2000,0.3628,53438.86
20,2000,0.3915,49177.92
20,2000,0.3748,51398.56
20,2000,0.3808,51608.01
20,2000,0.3779,51475.67
