35,3500,0.46,77779.53
35,3500,0.46,79598.11
35,3500,0.46,79660.68
35,3500,0.51,61817.28
35,3500,0.46,79918.35
35,3500,0.49,71375.23
35,3500,0.47,78579.00
35,3500,0.48,72210.32
35,3500,0.47,74375.75
35,3500,0.45,81339.95
35,3500,0.47,78018.42
35,3500,0.48,70832.18
35,3500,0.45,79986.45
35,3500,0.45,78537.25
35,3500,0.48,72567.20
35,3500,0.50,73673.26
35,3500,0.48,73788.10
35,3500,0.47,75735.45
35,3500,0.46,75744.33
35,3500,0.45,78499.63
35,3500,0.44,83696.65
35,3500,0.45,77555.94
35,3500,0.46,77976.76
35,3500,0.51,59504.14
35,3500,0.47,75304.02
35,3500,0.45,81323.15
35,3500,0.45,78621.77
35,3500,0.48,73614.45
35,3500,0.47,74881.75
35,3500,0.45,79660.65
35,3500,0.45,80275.70
35,3500,0.48,75775.49
35,3500,0.48,75863.41
35,3500,0.47,73189.12
35,3500,0.49,72876.72
35,3500,0.47,76439.81
35,3500,0.47,77093.73
35,3500,0.46,76041.71
35,3500,0.46,78318.74
35,3500,0.50,71010.22
35,3500,0.4212,79787.43
35,3500,0.4865,73823.20
35,3500,0.4706,75575.95
35,3500,0.4521,78241.99
35,3500,0.4549,76752.22
35,3500,0.4615,77429.05
35,3500,0.4885,73710.36
35,3500,0.4752,72517.07
35,3500,0.4894,73733.48
35,3500,0.4667,76688.73
35,3500,0.4685,76301.53
35,3500,0.4741,75141.22
35,3500,0.4626,75401.27
35,3500,0.4888,72077.26
35,3500,0.4828,73144.95
35,3500,0.4468,78592.34
35,3500,0.4836,72627.81
35,3500,0.4740,73107.14
35,3500,0.4501,81017.52
35,3500,0.4706,76386.23
35,3500,0.4776,73499.73
35,3500,0.4611,77700.65
35,3500,0.4537,77230.52
35,3500,0.4790,73268.32
35,3500,0.4734,72571.65
35,3500,0.4555,79151.04
35,3500,0.4720,79183.24
35,3500,0.4591,77029.49
35,3500,0.4650,78832.58
35,3500,0.4758,71975.56
35,3500,0.4604,69921.69
35,3500,0.4637,75676.83
35,3500,0.4752,76878.63
35,3500,0.4551,77558.79
35,3500,0.4765,75628.65
35,3500,0.4648,77687.33
35,3500,0.4806,73598.49
35,3500,0.4911,72253.87
35,3500,0.4800,75220.53
35,3500,0.4723,73921.18
35,3500,0.4407,78883.87
35,3500,0.4493,78293.78
35,3500,0.4693,78331.33
35,3500,0.4658,77063.81
35,3500,0.4759,75561.89
35,3500,0.4674,77085.30
35,3500,0.4507,80465.19
35,3500,0.4678,76896.07
35,3500,0.4796,76373.40
35,3500,0.4592,76614.58
35,3500,0.4753,72715.38
35,3500,0.4504,80202.96
35,3500,0.4736,76314.59
35,3500,0.4742,76474.55
35,3500,0.4768,71592.61
35,3500,0.4685,77970.93
35,3500,0.4710,73951.85
35,3500,0.4535,81699.68
35,3500,0.4827,73454.19
35,3500,0.4496,78408.04
35,3500,0.4785,74480.60
35,3500,0.4640,74886.59
35,3500,0.4679,70417.50
35,3500,0.4692,78845.98
35,3500,0.4793,74210.32
35,3500,0.4651,77020.69
35,3500,0.4544,78711.00
35,3500,0.4618,77991.02
35,3500,0.4751,74326.78
35,3500,0.4903,74263.49
35,3500,0.4792,71908.01
35,3500,0.4728,75276.30
35,3500,0.4698,77166.34
35,3500,0.4908,73943.21
35,3500,0.4670,75562.96
35,3500,0.4909,70511.32
35,3500,0.4903,72161.09
35,3500,0.4845,73623.49
35,3500,0.4650,78431.98
35,3500,0.4872,72220.30
35,3500,0.4694,78334.81
35,3500,0.4765,75369.93
35,3500,0.4612,76875.44
35,3500,0.4935,71887.04
35,3500,0.4918,71043.18
35,3500,0.4822,72524.63
35,3500,0.4861,71726.99
35,3500,0.4827,72596.96
35,3500,0.4753,77429.10
35,3500,0.4717,74475.17
35,3500,0.5106,69208.61
35,3500,0.5112,68233.39
35,3500,0.4751,76875.01
35,3500,0.4912,73401.70
35,3500,0.4769,76875.21
35,3500,0.4472,80413.74
35,3500,0.4776,77631.86
35,3500,0.4547,80979.52
35,3500,0.4735,73816.65
35,3500,0.4427,80454.22
